address,appointment_type,available_slots_count,date,doctor_name,link,location,time_slots
"13034 W Rancho Santa Fe Blvd, Ste 102, Avondale, Arizona",Tonometry Recheck - Tech (Ophtho),18,2025-08-18,Dr. Christin Chapman,https://www.thrivepetcare.com/locations/Arizona/Avondale/eye-care-for-animals-avondale,Eye Care for Animals Avondale,"[{'from': '07:30', 'to': '07:45'}, {'from': '07:45', 'to': '08:00'}, {'from': '08:00', 'to': '08:15'}, {'from': '08:15', 'to': '08:30'}, {'from': '08:30', 'to': '08:45'}, {'from': '08:45', 'to': '09:00'}, {'from': '09:00', 'to': '09:15'}, {'from': '09:15', 'to': '09:30'}, {'from': '09:30', 'to': '09:45'}, {'from': '09:45', 'to': '10:00'}, {'from': '10:00', 'to': '10:15'}, {'from': '10:15', 'to': '10:30'}, {'from': '10:30', 'to': '10:45'}, {'from': '10:45', 'to': '11:00'}, {'from': '11:00', 'to': '11:15'}, {'from': '11:15', 'to': '11:30'}, {'from': '11:30', 'to': '11:45'}, {'from': '11:45', 'to': '12:00'}]"
"13034 W Rancho Santa Fe Blvd, Ste 102, Avondale, Arizona",Tonometry Recheck - Tech (Ophtho),36,2025-08-22,Dr. Christin Chapman,https://www.thrivepetcare.com/locations/Arizona/Avondale/eye-care-for-animals-avondale,Eye Care for Animals Avondale,"[{'from': '07:30', 'to': '07:45'}, {'from': '07:45', 'to': '08:00'}, {'from': '08:00', 'to': '08:15'}, {'from': '08:15', 'to': '08:30'}, {'from': '08:30', 'to': '08:45'}, {'from': '08:45', 'to': '09:00'}, {'from': '09:00', 'to': '09:15'}, {'from': '09:15', 'to': '09:30'}, {'from': '09:30', 'to': '09:45'}, {'from': '09:45', 'to': '10:00'}, {'from': '10:00', 'to': '10:15'}, {'from': '10:15', 'to': '10:30'}, {'from': '10:30', 'to': '10:45'}, {'from': '10:45', 'to': '11:00'}, {'from': '11:00', 'to': '11:15'}, {'from': '11:15', 'to': '11:30'}, {'from': '11:30', 'to': '11:45'}, {'from': '11:45', 'to': '12:00'}, {'from': '12:00', 'to': '12:15'}, {'from': '12:15', 'to': '12:30'}, {'from': '12:30', 'to': '12:45'}, {'from': '12:45', 'to': '13:00'}, {'from': '13:00', 'to': '13:15'}, {'from': '13:15', 'to': '13:30'}, {'from': '13:30', 'to': '13:45'}, {'from': '13:45', 'to': '14:00'}, {'from': '14:00', 'to': '14:15'}, {'from': '14:15', 'to': '14:30'}, {'from': '14:30', 'to': '14:45'}, {'from': '14:45', 'to': '15:00'}, {'from': '15:00', 'to': '15:15'}, {'from': '15:15', 'to': '15:30'}, {'from': '15:30', 'to': '15:45'}, {'from': '15:45', 'to': '16:00'}, {'from': '16:00', 'to': '16:15'}, {'from': '16:15', 'to': '16:30'}]"
"13034 W Rancho Santa Fe Blvd, Ste 102, Avondale, Arizona",Tonometry Recheck - Tech (Ophtho),15,2025-08-15,Dr. Joanna Norman,https://www.thrivepetcare.com/locations/Arizona/Avondale/eye-care-for-animals-avondale,Eye Care for Animals Avondale,"[{'from': '07:30', 'to': '07:45'}, {'from': '07:45', 'to': '08:00'}, {'from': '08:15', 'to': '08:30'}, {'from': '08:30', 'to': '08:45'}, {'from': '08:45', 'to': '09:00'}, {'from': '09:30', 'to': '09:45'}, {'from': '09:45', 'to': '10:00'}, {'from': '10:15', 'to': '10:30'}, {'from': '10:30', 'to': '10:45'}, {'from': '10:45', 'to': '11:00'}, {'from': '13:30', 'to': '13:45'}, {'from': '13:45', 'to': '14:00'}, {'from': '14:15', 'to': '14:30'}, {'from': '14:45', 'to': '15:00'}, {'from': '15:15', 'to': '15:30'}]"
"13034 W Rancho Santa Fe Blvd, Ste 102, Avondale, Arizona",Tonometry Recheck - Tech (Ophtho),34,2025-08-12,Dr. Christin Chapman,https://www.thrivepetcare.com/locations/Arizona/Avondale/eye-care-for-animals-avondale,Eye Care for Animals Avondale,"[{'from': '08:00', 'to': '08:15'}, {'from': '08:15', 'to': '08:30'}, {'from': '08:30', 'to': '08:45'}, {'from': '08:45', 'to': '09:00'}, {'from': '09:00', 'to': '09:15'}, {'from': '09:15', 'to': '09:30'}, {'from': '09:30', 'to': '09:45'}, {'from': '09:45', 'to': '10:00'}, {'from': '10:00', 'to': '10:15'}, {'from': '10:15', 'to': '10:30'}, {'from': '10:30', 'to': '10:45'}, {'from': '10:45', 'to': '11:00'}, {'from': '11:00', 'to': '11:15'}, {'from': '11:15', 'to': '11:30'}, {'from': '11:30', 'to': '11:45'}, {'from': '11:45', 'to': '12:00'}, {'from': '12:00', 'to': '12:15'}, {'from': '12:15', 'to': '12:30'}, {'from': '12:30', 'to': '12:45'}, {'from': '12:45', 'to': '13:00'}, {'from': '13:00', 'to': '13:15'}, {'from': '13:15', 'to': '13:30'}, {'from': '13:30', 'to': '13:45'}, {'from': '13:45', 'to': '14:00'}, {'from': '14:00', 'to': '14:15'}, {'from': '14:15', 'to': '14:30'}, {'from': '14:30', 'to': '14:45'}, {'from': '14:45', 'to': '15:00'}, {'from': '15:00', 'to': '15:15'}, {'from': '15:15', 'to': '15:30'}, {'from': '15:30', 'to': '15:45'}, {'from': '15:45', 'to': '16:00'}, {'from': '16:00', 'to': '16:15'}, {'from': '16:15', 'to': '16:30'}]"
"13034 W Rancho Santa Fe Blvd, Ste 102, Avondale, Arizona",Tonometry Recheck - Tech (Ophtho),34,2025-08-13,Dr. Christin Chapman,https://www.thrivepetcare.com/locations/Arizona/Avondale/eye-care-for-animals-avondale,Eye Care for Animals Avondale,"[{'from': '08:00', 'to': '08:15'}, {'from': '08:15', 'to': '08:30'}, {'from': '08:30', 'to': '08:45'}, {'from': '08:45', 'to': '09:00'}, {'from': '09:00', 'to': '09:15'}, {'from': '09:15', 'to': '09:30'}, {'from': '09:30', 'to': '09:45'}, {'from': '09:45', 'to': '10:00'}, {'from': '10:00', 'to': '10:15'}, {'from': '10:15', 'to': '10:30'}, {'from': '10:30', 'to': '10:45'}, {'from': '10:45', 'to': '11:00'}, {'from': '11:00', 'to': '11:15'}, {'from': '11:15', 'to': '11:30'}, {'from': '11:30', 'to': '11:45'}, {'from': '11:45', 'to': '12:00'}, {'from': '12:00', 'to': '12:15'}, {'from': '12:15', 'to': '12:30'}, {'from': '12:30', 'to': '12:45'}, {'from': '12:45', 'to': '13:00'}, {'from': '13:00', 'to': '13:15'}, {'from': '13:15', 'to': '13:30'}, {'from': '13:30', 'to': '13:45'}, {'from': '13:45', 'to': '14:00'}, {'from': '14:00', 'to': '14:15'}, {'from': '14:15', 'to': '14:30'}, {'from': '14:30', 'to': '14:45'}, {'from': '14:45', 'to': '15:00'}, {'from': '15:00', 'to': '15:15'}, {'from': '15:15', 'to': '15:30'}, {'from': '15:30', 'to': '15:45'}, {'from': '15:45', 'to': '16:00'}, {'from': '16:00', 'to': '16:15'}, {'from': '16:15', 'to': '16:30'}]"
"13034 W Rancho Santa Fe Blvd, Ste 102, Avondale, Arizona",Tonometry Recheck - Tech (Ophtho),18,2025-08-11,Dr. Christin Chapman,https://www.thrivepetcare.com/locations/Arizona/Avondale/eye-care-for-animals-avondale,Eye Care for Animals Avondale,"[{'from': '07:30', 'to': '07:45'}, {'from': '07:45', 'to': '08:00'}, {'from': '08:00', 'to': '08:15'}, {'from': '08:15', 'to': '08:30'}, {'from': '08:30', 'to': '08:45'}, {'from': '08:45', 'to': '09:00'}, {'from': '09:00', 'to': '09:15'}, {'from': '09:15', 'to': '09:30'}, {'from': '09:30', 'to': '09:45'}, {'from': '09:45', 'to': '10:00'}, {'from': '10:00', 'to': '10:15'}, {'from': '10:15', 'to': '10:30'}, {'from': '10:30', 'to': '10:45'}, {'from': '10:45', 'to': '11:00'}, {'from': '11:00', 'to': '11:15'}, {'from': '11:15', 'to': '11:30'}, {'from': '11:30', 'to': '11:45'}, {'from': '11:45', 'to': '12:00'}]"
"13034 W Rancho Santa Fe Blvd, Ste 102, Avondale, Arizona",Tonometry Recheck - Tech (Ophtho),15,2025-08-08,Dr. Joanna Norman,https://www.thrivepetcare.com/locations/Arizona/Avondale/eye-care-for-animals-avondale,Eye Care for Animals Avondale,"[{'from': '07:30', 'to': '07:45'}, {'from': '07:45', 'to': '08:00'}, {'from': '08:15', 'to': '08:30'}, {'from': '08:30', 'to': '08:45'}, {'from': '08:45', 'to': '09:00'}, {'from': '09:30', 'to': '09:45'}, {'from': '09:45', 'to': '10:00'}, {'from': '10:15', 'to': '10:30'}, {'from': '10:30', 'to': '10:45'}, {'from': '10:45', 'to': '11:00'}, {'from': '13:30', 'to': '13:45'}, {'from': '13:45', 'to': '14:00'}, {'from': '14:15', 'to': '14:30'}, {'from': '14:45', 'to': '15:00'}, {'from': '15:15', 'to': '15:30'}]"
"13034 W Rancho Santa Fe Blvd, Ste 102, Avondale, Arizona",Tonometry Recheck - Tech (Ophtho),34,2025-08-19,Dr. Joanna Norman,https://www.thrivepetcare.com/locations/Arizona/Avondale/eye-care-for-animals-avondale,Eye Care for Animals Avondale,"[{'from': '08:00', 'to': '08:15'}, {'from': '08:15', 'to': '08:30'}, {'from': '08:30', 'to': '08:45'}, {'from': '08:45', 'to': '09:00'}, {'from': '09:00', 'to': '09:15'}, {'from': '09:15', 'to': '09:30'}, {'from': '09:30', 'to': '09:45'}, {'from': '09:45', 'to': '10:00'}, {'from': '10:00', 'to': '10:15'}, {'from': '10:15', 'to': '10:30'}, {'from': '10:30', 'to': '10:45'}, {'from': '10:45', 'to': '11:00'}, {'from': '11:00', 'to': '11:15'}, {'from': '11:15', 'to': '11:30'}, {'from': '11:30', 'to': '11:45'}, {'from': '11:45', 'to': '12:00'}, {'from': '12:00', 'to': '12:15'}, {'from': '12:15', 'to': '12:30'}, {'from': '12:30', 'to': '12:45'}, {'from': '12:45', 'to': '13:00'}, {'from': '13:00', 'to': '13:15'}, {'from': '13:15', 'to': '13:30'}, {'from': '13:30', 'to': '13:45'}, {'from': '13:45', 'to': '14:00'}, {'from': '14:00', 'to': '14:15'}, {'from': '14:15', 'to': '14:30'}, {'from': '14:30', 'to': '14:45'}, {'from': '14:45', 'to': '15:00'}, {'from': '15:00', 'to': '15:15'}, {'from': '15:15', 'to': '15:30'}, {'from': '15:30', 'to': '15:45'}, {'from': '15:45', 'to': '16:00'}, {'from': '16:00', 'to': '16:15'}, {'from': '16:15', 'to': '16:30'}]"
"13034 W Rancho Santa Fe Blvd, Ste 102, Avondale, Arizona",Tonometry Recheck - Tech (Ophtho),34,2025-08-19,Dr. Christin Chapman,https://www.thrivepetcare.com/locations/Arizona/Avondale/eye-care-for-animals-avondale,Eye Care for Animals Avondale,"[{'from': '08:00', 'to': '08:15'}, {'from': '08:15', 'to': '08:30'}, {'from': '08:30', 'to': '08:45'}, {'from': '08:45', 'to': '09:00'}, {'from': '09:00', 'to': '09:15'}, {'from': '09:15', 'to': '09:30'}, {'from': '09:30', 'to': '09:45'}, {'from': '09:45', 'to': '10:00'}, {'from': '10:00', 'to': '10:15'}, {'from': '10:15', 'to': '10:30'}, {'from': '10:30', 'to': '10:45'}, {'from': '10:45', 'to': '11:00'}, {'from': '11:00', 'to': '11:15'}, {'from': '11:15', 'to': '11:30'}, {'from': '11:30', 'to': '11:45'}, {'from': '11:45', 'to': '12:00'}, {'from': '12:00', 'to': '12:15'}, {'from': '12:15', 'to': '12:30'}, {'from': '12:30', 'to': '12:45'}, {'from': '12:45', 'to': '13:00'}, {'from': '13:00', 'to': '13:15'}, {'from': '13:15', 'to': '13:30'}, {'from': '13:30', 'to': '13:45'}, {'from': '13:45', 'to': '14:00'}, {'from': '14:00', 'to': '14:15'}, {'from': '14:15', 'to': '14:30'}, {'from': '14:30', 'to': '14:45'}, {'from': '14:45', 'to': '15:00'}, {'from': '15:00', 'to': '15:15'}, {'from': '15:15', 'to': '15:30'}, {'from': '15:30', 'to': '15:45'}, {'from': '15:45', 'to': '16:00'}, {'from': '16:00', 'to': '16:15'}, {'from': '16:15', 'to': '16:30'}]"
"13034 W Rancho Santa Fe Blvd, Ste 102, Avondale, Arizona",Tonometry Recheck - Tech (Ophtho),15,2025-08-14,Dr. Joanna Norman,https://www.thrivepetcare.com/locations/Arizona/Avondale/eye-care-for-animals-avondale,Eye Care for Animals Avondale,"[{'from': '07:30', 'to': '07:45'}, {'from': '07:45', 'to': '08:00'}, {'from': '08:15', 'to': '08:30'}, {'from': '08:30', 'to': '08:45'}, {'from': '08:45', 'to': '09:00'}, {'from': '09:30', 'to': '09:45'}, {'from': '09:45', 'to': '10:00'}, {'from': '10:15', 'to': '10:30'}, {'from': '10:30', 'to': '10:45'}, {'from': '10:45', 'to': '11:00'}, {'from': '13:30', 'to': '13:45'}, {'from': '13:45', 'to': '14:00'}, {'from': '14:15', 'to': '14:30'}, {'from': '14:45', 'to': '15:00'}, {'from': '15:15', 'to': '15:30'}]"
"13034 W Rancho Santa Fe Blvd, Ste 102, Avondale, Arizona",Tonometry Recheck - Tech (Ophtho),34,2025-08-20,Dr. Joanna Norman,https://www.thrivepetcare.com/locations/Arizona/Avondale/eye-care-for-animals-avondale,Eye Care for Animals Avondale,"[{'from': '08:00', 'to': '08:15'}, {'from': '08:15', 'to': '08:30'}, {'from': '08:30', 'to': '08:45'}, {'from': '08:45', 'to': '09:00'}, {'from': '09:00', 'to': '09:15'}, {'from': '09:15', 'to': '09:30'}, {'from': '09:30', 'to': '09:45'}, {'from': '09:45', 'to': '10:00'}, {'from': '10:00', 'to': '10:15'}, {'from': '10:15', 'to': '10:30'}, {'from': '10:30', 'to': '10:45'}, {'from': '10:45', 'to': '11:00'}, {'from': '11:00', 'to': '11:15'}, {'from': '11:15', 'to': '11:30'}, {'from': '11:30', 'to': '11:45'}, {'from': '11:45', 'to': '12:00'}, {'from': '12:00', 'to': '12:15'}, {'from': '12:15', 'to': '12:30'}, {'from': '12:30', 'to': '12:45'}, {'from': '12:45', 'to': '13:00'}, {'from': '13:00', 'to': '13:15'}, {'from': '13:15', 'to': '13:30'}, {'from': '13:30', 'to': '13:45'}, {'from': '13:45', 'to': '14:00'}, {'from': '14:00', 'to': '14:15'}, {'from': '14:15', 'to': '14:30'}, {'from': '14:30', 'to': '14:45'}, {'from': '14:45', 'to': '15:00'}, {'from': '15:00', 'to': '15:15'}, {'from': '15:15', 'to': '15:30'}, {'from': '15:30', 'to': '15:45'}, {'from': '15:45', 'to': '16:00'}, {'from': '16:00', 'to': '16:15'}, {'from': '16:15', 'to': '16:30'}]"
"13034 W Rancho Santa Fe Blvd, Ste 102, Avondale, Arizona",Tonometry Recheck - Tech (Ophtho),34,2025-08-20,Dr. Christin Chapman,https://www.thrivepetcare.com/locations/Arizona/Avondale/eye-care-for-animals-avondale,Eye Care for Animals Avondale,"[{'from': '08:00', 'to': '08:15'}, {'from': '08:15', 'to': '08:30'}, {'from': '08:30', 'to': '08:45'}, {'from': '08:45', 'to': '09:00'}, {'from': '09:00', 'to': '09:15'}, {'from': '09:15', 'to': '09:30'}, {'from': '09:30', 'to': '09:45'}, {'from': '09:45', 'to': '10:00'}, {'from': '10:00', 'to': '10:15'}, {'from': '10:15', 'to': '10:30'}, {'from': '10:30', 'to': '10:45'}, {'from': '10:45', 'to': '11:00'}, {'from': '11:00', 'to': '11:15'}, {'from': '11:15', 'to': '11:30'}, {'from': '11:30', 'to': '11:45'}, {'from': '11:45', 'to': '12:00'}, {'from': '12:00', 'to': '12:15'}, {'from': '12:15', 'to': '12:30'}, {'from': '12:30', 'to': '12:45'}, {'from': '12:45', 'to': '13:00'}, {'from': '13:00', 'to': '13:15'}, {'from': '13:15', 'to': '13:30'}, {'from': '13:30', 'to': '13:45'}, {'from': '13:45', 'to': '14:00'}, {'from': '14:00', 'to': '14:15'}, {'from': '14:15', 'to': '14:30'}, {'from': '14:30', 'to': '14:45'}, {'from': '14:45', 'to': '15:00'}, {'from': '15:00', 'to': '15:15'}, {'from': '15:15', 'to': '15:30'}, {'from': '15:30', 'to': '15:45'}, {'from': '15:45', 'to': '16:00'}, {'from': '16:00', 'to': '16:15'}, {'from': '16:15', 'to': '16:30'}]"
"13034 W Rancho Santa Fe Blvd, Ste 102, Avondale, Arizona",Tonometry Recheck - Tech (Ophtho),14,2025-08-07,Dr. Joanna Norman,https://www.thrivepetcare.com/locations/Arizona/Avondale/eye-care-for-animals-avondale,Eye Care for Animals Avondale,"[{'from': '07:30', 'to': '07:45'}, {'from': '07:45', 'to': '08:00'}, {'from': '08:15', 'to': '08:30'}, {'from': '08:30', 'to': '08:45'}, {'from': '08:45', 'to': '09:00'}, {'from': '09:30', 'to': '09:45'}, {'from': '10:15', 'to': '10:30'}, {'from': '10:30', 'to': '10:45'}, {'from': '10:45', 'to': '11:00'}, {'from': '13:30', 'to': '13:45'}, {'from': '13:45', 'to': '14:00'}, {'from': '14:15', 'to': '14:30'}, {'from': '14:45', 'to': '15:00'}, {'from': '15:15', 'to': '15:30'}]"
"13034 W Rancho Santa Fe Blvd, Ste 102, Avondale, Arizona",Tonometry Recheck - Tech (Ophtho),15,2025-08-01,Dr. Joanna Norman,https://www.thrivepetcare.com/locations/Arizona/Avondale/eye-care-for-animals-avondale,Eye Care for Animals Avondale,"[{'from': '07:30', 'to': '07:45'}, {'from': '07:45', 'to': '08:00'}, {'from': '08:15', 'to': '08:30'}, {'from': '08:30', 'to': '08:45'}, {'from': '08:45', 'to': '09:00'}, {'from': '09:30', 'to': '09:45'}, {'from': '09:45', 'to': '10:00'}, {'from': '10:15', 'to': '10:30'}, {'from': '10:30', 'to': '10:45'}, {'from': '10:45', 'to': '11:00'}, {'from': '13:30', 'to': '13:45'}, {'from': '13:45', 'to': '14:00'}, {'from': '14:15', 'to': '14:30'}, {'from': '14:45', 'to': '15:00'}, {'from': '15:15', 'to': '15:30'}]"
"13034 W Rancho Santa Fe Blvd, Ste 102, Avondale, Arizona",Tonometry Recheck - Tech (Ophtho),12,2025-08-05,Dr. Christin Chapman,https://www.thrivepetcare.com/locations/Arizona/Avondale/eye-care-for-animals-avondale,Eye Care for Animals Avondale,"[{'from': '08:30', 'to': '08:45'}, {'from': '08:45', 'to': '09:00'}, {'from': '09:30', 'to': '09:45'}, {'from': '09:45', 'to': '10:00'}, {'from': '10:30', 'to': '10:45'}, {'from': '10:45', 'to': '11:00'}, {'from': '13:30', 'to': '13:45'}, {'from': '13:45', 'to': '14:00'}, {'from': '14:30', 'to': '14:45'}, {'from': '14:45', 'to': '15:00'}, {'from': '15:30', 'to': '15:45'}, {'from': '15:45', 'to': '16:00'}]"
"13034 W Rancho Santa Fe Blvd, Ste 102, Avondale, Arizona",Tonometry Recheck - Tech (Ophtho),9,2025-07-31,Dr. Joanna Norman,https://www.thrivepetcare.com/locations/Arizona/Avondale/eye-care-for-animals-avondale,Eye Care for Animals Avondale,"[{'from': '07:45', 'to': '08:00'}, {'from': '09:30', 'to': '09:45'}, {'from': '09:45', 'to': '10:00'}, {'from': '10:15', 'to': '10:30'}, {'from': '10:30', 'to': '10:45'}, {'from': '10:45', 'to': '11:00'}, {'from': '13:45', 'to': '14:00'}, {'from': '14:15', 'to': '14:30'}, {'from': '14:45', 'to': '15:00'}]"
"13034 W Rancho Santa Fe Blvd, Ste 102, Avondale, Arizona",Tonometry Recheck - Tech (Ophtho),11,2025-07-29,Dr. Christin Chapman,https://www.thrivepetcare.com/locations/Arizona/Avondale/eye-care-for-animals-avondale,Eye Care for Animals Avondale,"[{'from': '08:30', 'to': '08:45'}, {'from': '08:45', 'to': '09:00'}, {'from': '09:45', 'to': '10:00'}, {'from': '10:30', 'to': '10:45'}, {'from': '10:45', 'to': '11:00'}, {'from': '13:30', 'to': '13:45'}, {'from': '13:45', 'to': '14:00'}, {'from': '14:30', 'to': '14:45'}, {'from': '14:45', 'to': '15:00'}, {'from': '15:30', 'to': '15:45'}, {'from': '15:45', 'to': '16:00'}]"
"13034 W Rancho Santa Fe Blvd, Ste 102, Avondale, Arizona",Tonometry Recheck - Tech (Ophtho),12,2025-07-30,Dr. Christin Chapman,https://www.thrivepetcare.com/locations/Arizona/Avondale/eye-care-for-animals-avondale,Eye Care for Animals Avondale,"[{'from': '08:30', 'to': '08:45'}, {'from': '08:45', 'to': '09:00'}, {'from': '09:30', 'to': '09:45'}, {'from': '09:45', 'to': '10:00'}, {'from': '10:30', 'to': '10:45'}, {'from': '10:45', 'to': '11:00'}, {'from': '13:30', 'to': '13:45'}, {'from': '13:45', 'to': '14:00'}, {'from': '14:30', 'to': '14:45'}, {'from': '14:45', 'to': '15:00'}, {'from': '15:30', 'to': '15:45'}, {'from': '15:45', 'to': '16:00'}]"
"13034 W Rancho Santa Fe Blvd, Ste 102, Avondale, Arizona",Tonometry Recheck - Tech (Ophtho),11,2025-07-23,Dr. Christin Chapman,https://www.thrivepetcare.com/locations/Arizona/Avondale/eye-care-for-animals-avondale,Eye Care for Animals Avondale,"[{'from': '08:30', 'to': '08:45'}, {'from': '08:45', 'to': '09:00'}, {'from': '09:30', 'to': '09:45'}, {'from': '10:30', 'to': '10:45'}, {'from': '10:45', 'to': '11:00'}, {'from': '13:30', 'to': '13:45'}, {'from': '13:45', 'to': '14:00'}, {'from': '14:30', 'to': '14:45'}, {'from': '14:45', 'to': '15:00'}, {'from': '15:30', 'to': '15:45'}, {'from': '15:45', 'to': '16:00'}]"
"13034 W Rancho Santa Fe Blvd, Ste 102, Avondale, Arizona",Tonometry Recheck - Tech (Ophtho),5,2025-07-28,Dr. Christin Chapman,https://www.thrivepetcare.com/locations/Arizona/Avondale/eye-care-for-animals-avondale,Eye Care for Animals Avondale,"[{'from': '08:45', 'to': '09:00'}, {'from': '09:30', 'to': '09:45'}, {'from': '09:45', 'to': '10:00'}, {'from': '10:30', 'to': '10:45'}, {'from': '10:45', 'to': '11:00'}]"
"13034 W Rancho Santa Fe Blvd, Ste 102, Avondale, Arizona",Tonometry Recheck - Tech (Ophtho),12,2025-08-06,Dr. Christin Chapman,https://www.thrivepetcare.com/locations/Arizona/Avondale/eye-care-for-animals-avondale,Eye Care for Animals Avondale,"[{'from': '08:30', 'to': '08:45'}, {'from': '08:45', 'to': '09:00'}, {'from': '09:30', 'to': '09:45'}, {'from': '09:45', 'to': '10:00'}, {'from': '10:30', 'to': '10:45'}, {'from': '10:45', 'to': '11:00'}, {'from': '13:30', 'to': '13:45'}, {'from': '13:45', 'to': '14:00'}, {'from': '14:30', 'to': '14:45'}, {'from': '14:45', 'to': '15:00'}, {'from': '15:30', 'to': '15:45'}, {'from': '15:45', 'to': '16:00'}]"
"13034 W Rancho Santa Fe Blvd, Ste 102, Avondale, Arizona",Tonometry Recheck - Tech (Ophtho),10,2025-07-22,Dr. Christin Chapman,https://www.thrivepetcare.com/locations/Arizona/Avondale/eye-care-for-animals-avondale,Eye Care for Animals Avondale,"[{'from': '08:45', 'to': '09:00'}, {'from': '09:30', 'to': '09:45'}, {'from': '09:45', 'to': '10:00'}, {'from': '10:30', 'to': '10:45'}, {'from': '10:45', 'to': '11:00'}, {'from': '13:30', 'to': '13:45'}, {'from': '13:45', 'to': '14:00'}, {'from': '14:30', 'to': '14:45'}, {'from': '14:45', 'to': '15:00'}, {'from': '15:45', 'to': '16:00'}]"
"13034 W Rancho Santa Fe Blvd, Ste 102, Avondale, Arizona",Tonometry Recheck - Tech (Ophtho),11,2025-07-18,Dr. Joanna Norman,https://www.thrivepetcare.com/locations/Arizona/Avondale/eye-care-for-animals-avondale,Eye Care for Animals Avondale,"[{'from': '07:30', 'to': '07:45'}, {'from': '07:45', 'to': '08:00'}, {'from': '08:15', 'to': '08:30'}, {'from': '08:30', 'to': '08:45'}, {'from': '08:45', 'to': '09:00'}, {'from': '09:30', 'to': '09:45'}, {'from': '09:45', 'to': '10:00'}, {'from': '10:15', 'to': '10:30'}, {'from': '10:45', 'to': '11:00'}, {'from': '13:30', 'to': '13:45'}, {'from': '13:45', 'to': '14:00'}]"
"13034 W Rancho Santa Fe Blvd, Ste 102, Avondale, Arizona",Tonometry Recheck - Tech (Ophtho),6,2025-07-21,Dr. Christin Chapman,https://www.thrivepetcare.com/locations/Arizona/Avondale/eye-care-for-animals-avondale,Eye Care for Animals Avondale,"[{'from': '08:30', 'to': '08:45'}, {'from': '08:45', 'to': '09:00'}, {'from': '09:30', 'to': '09:45'}, {'from': '09:45', 'to': '10:00'}, {'from': '10:30', 'to': '10:45'}, {'from': '10:45', 'to': '11:00'}]"
"13034 W Rancho Santa Fe Blvd, Ste 102, Avondale, Arizona",Tonometry Recheck - Tech (Ophtho),10,2025-07-15,Dr. Christin Chapman,https://www.thrivepetcare.com/locations/Arizona/Avondale/eye-care-for-animals-avondale,Eye Care for Animals Avondale,"[{'from': '08:30', 'to': '08:45'}, {'from': '08:45', 'to': '09:00'}, {'from': '09:30', 'to': '09:45'}, {'from': '09:45', 'to': '10:00'}, {'from': '10:45', 'to': '11:00'}, {'from': '13:30', 'to': '13:45'}, {'from': '13:45', 'to': '14:00'}, {'from': '14:30', 'to': '14:45'}, {'from': '15:30', 'to': '15:45'}, {'from': '15:45', 'to': '16:00'}]"
"13034 W Rancho Santa Fe Blvd, Ste 102, Avondale, Arizona",Tonometry Recheck - Tech (Ophtho),1,2025-07-11,Dr. Joanna Norman,https://www.thrivepetcare.com/locations/Arizona/Avondale/eye-care-for-animals-avondale,Eye Care for Animals Avondale,"[{'from': '08:15', 'to': '08:30'}]"
"13034 W Rancho Santa Fe Blvd, Ste 102, Avondale, Arizona",Lab Work - Blood Test – Ophth (Ophtho),36,2025-08-29,Dr. Joanna Norman,https://www.thrivepetcare.com/locations/Arizona/Avondale/eye-care-for-animals-avondale,Eye Care for Animals Avondale,"[{'from': '07:30', 'to': '07:45'}, {'from': '07:45', 'to': '08:00'}, {'from': '08:00', 'to': '08:15'}, {'from': '08:15', 'to': '08:30'}, {'from': '08:30', 'to': '08:45'}, {'from': '08:45', 'to': '09:00'}, {'from': '09:00', 'to': '09:15'}, {'from': '09:15', 'to': '09:30'}, {'from': '09:30', 'to': '09:45'}, {'from': '09:45', 'to': '10:00'}, {'from': '10:00', 'to': '10:15'}, {'from': '10:15', 'to': '10:30'}, {'from': '10:30', 'to': '10:45'}, {'from': '10:45', 'to': '11:00'}, {'from': '11:00', 'to': '11:15'}, {'from': '11:15', 'to': '11:30'}, {'from': '11:30', 'to': '11:45'}, {'from': '11:45', 'to': '12:00'}, {'from': '12:00', 'to': '12:15'}, {'from': '12:15', 'to': '12:30'}, {'from': '12:30', 'to': '12:45'}, {'from': '12:45', 'to': '13:00'}, {'from': '13:00', 'to': '13:15'}, {'from': '13:15', 'to': '13:30'}, {'from': '13:30', 'to': '13:45'}, {'from': '13:45', 'to': '14:00'}, {'from': '14:00', 'to': '14:15'}, {'from': '14:15', 'to': '14:30'}, {'from': '14:30', 'to': '14:45'}, {'from': '14:45', 'to': '15:00'}, {'from': '15:00', 'to': '15:15'}, {'from': '15:15', 'to': '15:30'}, {'from': '15:30', 'to': '15:45'}, {'from': '15:45', 'to': '16:00'}, {'from': '16:00', 'to': '16:15'}, {'from': '16:15', 'to': '16:30'}]"
"13034 W Rancho Santa Fe Blvd, Ste 102, Avondale, Arizona",Tonometry Recheck - Tech (Ophtho),6,2025-07-09,Dr. Christin Chapman,https://www.thrivepetcare.com/locations/Arizona/Avondale/eye-care-for-animals-avondale,Eye Care for Animals Avondale,"[{'from': '08:30', 'to': '08:45'}, {'from': '08:45', 'to': '09:00'}, {'from': '09:30', 'to': '09:45'}, {'from': '13:30', 'to': '13:45'}, {'from': '13:45', 'to': '14:00'}, {'from': '15:45', 'to': '16:00'}]"
